annotation,count,percentage
"Exon (ENSMUST00000118050.1/ENSMUST00000118050.1, exon 1 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000118160.7/170799, exon 12 of 12)",1,0.007411799584939223
"Exon (ENSMUST00000118674.1/ENSMUST00000118674.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000118763.7/319586, exon 10 of 12)",1,0.007411799584939223
"Exon (ENSMUST00000118770.1/ENSMUST00000118770.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000119371.1/ENSMUST00000119371.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000119858.1/ENSMUST00000119858.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000119898.1/ENSMUST00000119898.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000120360.1/ENSMUST00000120360.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000120413.1/ENSMUST00000120413.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000120566.1/ENSMUST00000120566.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000120756.7/20357, exon 10 of 21)",1,0.007411799584939223
"Exon (ENSMUST00000121123.7/71723, exon 2 of 17)",1,0.007411799584939223
"Exon (ENSMUST00000121159.2/ENSMUST00000121159.2, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000121187.1/ENSMUST00000121187.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000121461.1/ENSMUST00000121461.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000121615.1/ENSMUST00000121615.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000121733.7/170721, exon 4 of 28)",1,0.007411799584939223
"Exon (ENSMUST00000121768.1/ENSMUST00000121768.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000121927.7/268903, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000122709.1/ENSMUST00000122709.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000123374.7/70574, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000123840.1/ENSMUST00000123840.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000125009.8/108071, exon 10 of 10)",1,0.007411799584939223
"Exon (ENSMUST00000127010.1/ENSMUST00000127010.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000127527.1/ENSMUST00000127527.1, exon 1 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000127554.1/ENSMUST00000127554.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000127984.8/12398, exon 12 of 12)",1,0.007411799584939223
"Exon (ENSMUST00000128402.2/668303, exon 12 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000128402.2/668303, exon 8 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000128558.1/ENSMUST00000128558.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000128935.1/ENSMUST00000128935.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000128996.1/ENSMUST00000128996.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000129574.2/433415, exon 2 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000130235.7/26564, exon 6 of 9)",1,0.007411799584939223
"Exon (ENSMUST00000130235.7/26564, exon 9 of 9)",1,0.007411799584939223
"Exon (ENSMUST00000130684.7/ENSMUST00000130684.7, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000130746.1/ENSMUST00000130746.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000131504.1/ENSMUST00000131504.1, exon 1 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000131864.1/ENSMUST00000131864.1, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000132564.1/ENSMUST00000132564.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000133243.4/ENSMUST00000133243.4, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000134236.1/ENSMUST00000134236.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000134312.8/ENSMUST00000134312.8, exon 2 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000135144.1/ENSMUST00000135144.1, exon 2 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000136027.1/ENSMUST00000136027.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000136893.2/ENSMUST00000136893.2, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000137427.7/19668, exon 10 of 10)",1,0.007411799584939223
"Exon (ENSMUST00000137470.1/ENSMUST00000137470.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000137613.8/74463, exon 3 of 12)",1,0.007411799584939223
"Exon (ENSMUST00000137796.7/ENSMUST00000137796.7, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000137984.1/ENSMUST00000137984.1, exon 1 of 9)",1,0.007411799584939223
"Exon (ENSMUST00000139202.1/228880, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000139367.7/228545, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000139927.1/ENSMUST00000139927.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000140228.7/110253, exon 8 of 8)",1,0.007411799584939223
"Exon (ENSMUST00000140360.7/ENSMUST00000140360.7, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000140826.1/ENSMUST00000140826.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000142511.1/ENSMUST00000142511.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000142712.1/ENSMUST00000142712.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000143099.1/ENSMUST00000143099.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000143898.1/ENSMUST00000143898.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000144217.7/22704, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000145798.3/668894, exon 3 of 7)",1,0.007411799584939223
"Exon (ENSMUST00000147013.2/ENSMUST00000147013.2, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000147125.1/22691, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000147959.1/665635, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000148036.6/72323, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000150255.1/ENSMUST00000150255.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000150818.1/ENSMUST00000150818.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000150819.2/224833, exon 4 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000151014.1/ENSMUST00000151014.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000151778.1/ENSMUST00000151778.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000152247.7/231861, exon 6 of 25)",1,0.007411799584939223
"Exon (ENSMUST00000152691.1/ENSMUST00000152691.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000153162.7/100043911, exon 13 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000153526.7/14534, exon 10 of 18)",1,0.007411799584939223
"Exon (ENSMUST00000153672.1/ENSMUST00000153672.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000154873.8/21678, exon 2 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000155922.1/105242657, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000156053.7/72014, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000156790.7/ENSMUST00000156790.7, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000156803.8/ENSMUST00000156803.8, exon 1 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000157704.1/ENSMUST00000157704.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000159200.1/101359, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000159610.7/58226, exon 17 of 35)",1,0.007411799584939223
"Exon (ENSMUST00000160424.7/239556, exon 17 of 37)",1,0.007411799584939223
"Exon (ENSMUST00000161372.1/406218, exon 2 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000161701.2/75599, exon 2 of 4)",2,0.014823599169878446
"Exon (ENSMUST00000162853.7/319468, exon 3 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000162863.7/225724, exon 2 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000163370.7/21844, exon 5 of 28)",1,0.007411799584939223
"Exon (ENSMUST00000163370.7/21844, exon 7 of 28)",1,0.007411799584939223
"Exon (ENSMUST00000163659.2/234404, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000164056.8/209225, exon 2 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000164104.2/ENSMUST00000164104.2, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000164826.7/105844, exon 4 of 21)",1,0.007411799584939223
"Exon (ENSMUST00000165770.8/94187, exon 2 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000166750.8/74440, exon 10 of 21)",1,0.007411799584939223
"Exon (ENSMUST00000167488.8/331623, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000167804.8/23877, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000168386.8/73072, exon 6 of 7)",1,0.007411799584939223
"Exon (ENSMUST00000169486.8/13593, exon 5 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000169735.1/57340, exon 4 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000169786.7/21961, exon 3 of 35)",1,0.007411799584939223
"Exon (ENSMUST00000170760.2/620235, exon 3 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000170760.2/620235, exon 4 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000171238.7/329003, exon 2 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000171366.6/68897, exon 8 of 8)",1,0.007411799584939223
"Exon (ENSMUST00000173141.1/ENSMUST00000173141.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000173320.7/192652, exon 7 of 10)",1,0.007411799584939223
"Exon (ENSMUST00000173704.7/16468, exon 8 of 19)",1,0.007411799584939223
"Exon (ENSMUST00000176655.7/20276, exon 3 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000177220.7/100043902, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000177457.7/209630, exon 22 of 25)",1,0.007411799584939223
"Exon (ENSMUST00000177648.7/56173, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000178135.2/ENSMUST00000178135.2, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000178693.1/107626, exon 6 of 8)",1,0.007411799584939223
"Exon (ENSMUST00000179556.1/232976, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000180248.7/19653, exon 3 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000180270.1/ENSMUST00000180270.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000180988.1/ENSMUST00000180988.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181029.2/ENSMUST00000181029.2, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000181044.1/ENSMUST00000181044.1, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000181194.1/ENSMUST00000181194.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181195.1/381223, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000181224.1/ENSMUST00000181224.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000181282.1/ENSMUST00000181282.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181282.1/ENSMUST00000181282.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181337.1/ENSMUST00000181337.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181406.1/ENSMUST00000181406.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181436.1/ENSMUST00000181436.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181476.2/328646, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000181490.3/ENSMUST00000181490.3, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000181530.7/68790, exon 2 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000181554.1/ENSMUST00000181554.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000181629.1/75245, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000182897.7/240055, exon 2 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000183077.7/240055, exon 2 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000183302.5/13518, exon 23 of 24)",1,0.007411799584939223
"Exon (ENSMUST00000183330.7/74206, exon 8 of 14)",1,0.007411799584939223
"Exon (ENSMUST00000183583.7/171171, exon 2 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000183928.7/ENSMUST00000183928.7, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000184858.1/223645, exon 14 of 14)",1,0.007411799584939223
"Exon (ENSMUST00000185516.1/20846, exon 12 of 34)",1,0.007411799584939223
"Exon (ENSMUST00000185678.1/98452, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000187142.2/195209, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000187692.1/ENSMUST00000187692.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000187705.1/ENSMUST00000187705.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000188033.1/ENSMUST00000188033.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000188614.1/ENSMUST00000188614.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000188725.1/ENSMUST00000188725.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000188763.1/ENSMUST00000188763.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000189334.1/ENSMUST00000189334.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000189400.6/74229, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000190789.2/ENSMUST00000190789.2, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000191302.1/ENSMUST00000191302.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000191428.6/14107, exon 10 of 27)",2,0.014823599169878446
"Exon (ENSMUST00000191428.6/14107, exon 6 of 27)",1,0.007411799584939223
"Exon (ENSMUST00000191634.1/ENSMUST00000191634.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000191906.5/72825, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000191992.1/ENSMUST00000191992.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000192062.1/ENSMUST00000192062.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000192183.1/ENSMUST00000192183.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000192920.1/ENSMUST00000192920.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193103.1/ENSMUST00000193103.1, exon 2 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000193194.1/ENSMUST00000193194.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193663.1/ENSMUST00000193663.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193847.1/ENSMUST00000193847.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193885.1/ENSMUST00000193885.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193908.1/ENSMUST00000193908.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000193960.1/ENSMUST00000193960.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000194240.1/ENSMUST00000194240.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000194370.1/ENSMUST00000194370.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000194541.2/ENSMUST00000194541.2, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000194542.5/50868, exon 3 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000194954.1/ENSMUST00000194954.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000195036.1/ENSMUST00000195036.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000195528.1/ENSMUST00000195528.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000196397.4/23921, exon 2 of 9)",1,0.007411799584939223
"Exon (ENSMUST00000196458.1/ENSMUST00000196458.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000197762.1/ENSMUST00000197762.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000198270.1/22628, exon 2 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000198564.1/ENSMUST00000198564.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000198955.4/71481, exon 3 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000199304.1/ENSMUST00000199304.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000199575.1/ENSMUST00000199575.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000199644.1/ENSMUST00000199644.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000199828.1/ENSMUST00000199828.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000200000.1/ENSMUST00000200000.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000201518.3/20273, exon 12 of 15)",1,0.007411799584939223
"Exon (ENSMUST00000202098.1/ENSMUST00000202098.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000203263.1/ENSMUST00000203263.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000203386.1/ENSMUST00000203386.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000204095.2/243372, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000204407.1/ENSMUST00000204407.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000205428.1/16534, exon 3 of 9)",1,0.007411799584939223
"Exon (ENSMUST00000205632.1/ENSMUST00000205632.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000206829.1/ENSMUST00000206829.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000207038.1/215819, exon 7 of 7)",1,0.007411799584939223
"Exon (ENSMUST00000207052.1/ENSMUST00000207052.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000207382.1/ENSMUST00000207382.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000207444.1/ENSMUST00000207444.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000207576.1/69547, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000207754.1/100862066, exon 15 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000207917.1/16500, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000208365.1/ENSMUST00000208365.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000208560.1/ENSMUST00000208560.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000208668.1/436008, exon 12 of 12)",1,0.007411799584939223
"Exon (ENSMUST00000209617.1/381983, exon 12 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000209650.1/ENSMUST00000209650.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000209776.1/71458, exon 2 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000210265.1/ENSMUST00000210265.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000210479.1/76787, exon 20 of 29)",1,0.007411799584939223
"Exon (ENSMUST00000210653.1/ENSMUST00000210653.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000210659.1/ENSMUST00000210659.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000211046.1/19724, exon 17 of 21)",1,0.007411799584939223
"Exon (ENSMUST00000211227.1/69217, exon 8 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000211356.1/272465, exon 7 of 7)",1,0.007411799584939223
"Exon (ENSMUST00000211649.1/110891, exon 4 of 10)",1,0.007411799584939223
"Exon (ENSMUST00000211735.1/233208, exon 7 of 11)",1,0.007411799584939223
"Exon (ENSMUST00000211922.1/ENSMUST00000211922.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000212002.1/ENSMUST00000212002.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000212057.1/ENSMUST00000212057.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000212355.1/330230, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000212636.1/234796, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000212889.1/26457, exon 8 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000212964.1/75871, exon 8 of 8)",1,0.007411799584939223
"Exon (ENSMUST00000214232.1/ENSMUST00000214232.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000214374.1/20190, exon 64 of 109)",1,0.007411799584939223
"Exon (ENSMUST00000214827.1/ENSMUST00000214827.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000215481.1/ENSMUST00000215481.1, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000216270.1/100503652, exon 3 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000217258.1/ENSMUST00000217258.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000218680.1/11735, exon 7 of 43)",1,0.007411799584939223
"Exon (ENSMUST00000219817.1/432478, exon 9 of 19)",1,0.007411799584939223
"Exon (ENSMUST00000220179.1/ENSMUST00000220179.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000220503.1/ENSMUST00000220503.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000220518.1/11906, exon 16 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000220518.1/11906, exon 8 of 16)",1,0.007411799584939223
"Exon (ENSMUST00000220644.1/ENSMUST00000220644.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000220827.1/ENSMUST00000220827.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000220976.1/ENSMUST00000220976.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000221427.1/ENSMUST00000221427.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000221461.1/ENSMUST00000221461.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000221586.1/ENSMUST00000221586.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000221807.1/72114, exon 2 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000222611.1/ENSMUST00000222611.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000222777.1/ENSMUST00000222777.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000223226.1/ENSMUST00000223226.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000223299.1/ENSMUST00000223299.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000223520.1/ENSMUST00000223520.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000223620.1/ENSMUST00000223620.1, exon 1 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000224038.1/ENSMUST00000224038.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000224451.1/ENSMUST00000224451.1, exon 7 of 7)",1,0.007411799584939223
"Exon (ENSMUST00000224667.1/20411, exon 18 of 27)",1,0.007411799584939223
"Exon (ENSMUST00000225130.1/102632492, exon 3 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000225374.1/ENSMUST00000225374.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000225503.1/ENSMUST00000225503.1, exon 2 of 2)",2,0.014823599169878446
"Exon (ENSMUST00000225808.1/106763, exon 13 of 13)",1,0.007411799584939223
"Exon (ENSMUST00000227227.1/ENSMUST00000227227.1, exon 1 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000227396.1/ENSMUST00000227396.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000227653.1/20410, exon 12 of 21)",1,0.007411799584939223
"Exon (ENSMUST00000227683.1/230806, exon 4 of 22)",1,0.007411799584939223
"Exon (ENSMUST00000229055.1/239546, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000229130.1/17133, exon 3 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000229296.1/ENSMUST00000229296.1, exon 2 of 3)",1,0.007411799584939223
"Exon (ENSMUST00000230013.1/75951, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000230234.1/ENSMUST00000230234.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000230717.1/ENSMUST00000230717.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000231862.1/ENSMUST00000231862.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000232356.1/ENSMUST00000232356.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000232392.1/ENSMUST00000232392.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000232517.1/ENSMUST00000232517.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000233755.1/26407, exon 3 of 26)",1,0.007411799584939223
"Exon (ENSMUST00000234181.1/ENSMUST00000234181.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000234782.1/74116, exon 5 of 6)",1,0.007411799584939223
"Exon (ENSMUST00000235151.1/ENSMUST00000235151.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000235452.1/ENSMUST00000235452.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000235608.1/73516, exon 3 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000236512.1/226154, exon 4 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000236945.1/ENSMUST00000236945.1, exon 3 of 4)",1,0.007411799584939223
"Exon (ENSMUST00000237036.1/ENSMUST00000237036.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000237660.1/ENSMUST00000237660.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000237900.1/ENSMUST00000237900.1, exon 1 of 2)",1,0.007411799584939223
"Exon (ENSMUST00000238233.1/56013, exon 7 of 15)",1,0.007411799584939223
"Exon (ENSMUST00000238635.1/ENSMUST00000238635.1, exon 1 of 1)",1,0.007411799584939223
"Exon (ENSMUST00000238701.1/12286, exon 21 of 49)",1,0.007411799584939223
"Exon (ENSMUST00000238941.1/435811, exon 2 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000238967.1/81877, exon 7 of 44)",1,0.007411799584939223
"Exon (ENSMUST00000239012.1/ENSMUST00000239012.1, exon 5 of 5)",1,0.007411799584939223
"Exon (ENSMUST00000239094.1/ENSMUST00000239094.1, exon 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000000127.5/22415, intron 2 of 4)",1,0.007411799584939223
